Ats System Code,Location Code,Location Name,Beds Number,Managed By Name,Location Type Description,School Type,Has A Kinder Garden,Has A Pre K,Grades At The School,Date The School Building Opened,Year The School Building Opened,Age of The School Building,X Coordinate,Y Coordinate,Community District,Council District,Census Tract,Borough Block Lot,NTA,Neighborhood,Principal Name,Geographical District Code,Admin District Location Code,Lat,Lon,Pre K Seats Available,Pre K Applicants,Pre K offers,Pre K Admissions Rate,Kindergarten Seats Available,Kindergarten Applicants,Kindergarten offers,Kindergarten Admissions Rate,Grade 6 Seats Available,Grade 6 Applicants,Grade 6 offers,Grade 6 Admissions Rate,Grade 9 Seats Available,Grade 9 Applicants,Grade 9 offers,Grade 9 Admissions Rate, Pre K Total Enrollment Including Half Day And Full Day,Number of Female Students in Prek,Percentage of Female Students in Prek,Number of Male Students in Prek,Percentage of Male Students in Prek,Number of Asian Students in Prek,Percentage of Asian Students in Prek,Number of Black Students in Prek,Percentage of Black Students in Prek,Number of Hispanic Students in Prek,Percentage of Hispanic Students in Prek,Number of Students with a Race listed as Other in Prek,Percentage of Students with a Race listed as Other in Prek,Number of White Students in Prek,Percentage of White Students in Prek,Number of K Through 8 Students Who Passed The State English Language Arts Exams,Percentage of K Through 8 Students Who Passed The State English Language Arts Exams,Number of K Through 8 Students Who Passed The State Math Exam,Percentage of K Through 8 Students Who Passed The State Math Exam,Does the Schol Have A Gifted And Talented Program,Total Number of Removals and Suspensions,Kindergarten General Education Average Class Size,Kindergarten Integrated Co-Teaching And Gifted and Talented Average Class Size ,Kindergarten Gifted and Talented Average Class Size ,Kindergarten Integrated Co-Teaching Average Class Size ,Full Time Licensed Pe Teachers,Type of Physical Education Space,Is Physical Education Space Shared With Other Schools,Is the Physical Education Space Inside or Outside,Is Physical Education Space Space Used For Any Other Purpose Beside Physical Education,Does the School have an Auditorium,Does the School have a Library,"Total Number of Teachers, Administrators and Support Staff",Total Expense Budget,PTA Funding,PTA Funding Per Student,Total Enrollment,Number of Students In Grade K,Number of Students In Grade 1,Number of Students In Grade 2,Number of Students In Grade 3,Number of Students In Grade 4,Number of Students In Grade 5,Number of Students In Grade 6,Number of Students In Grade 7,Number of Students In Grade 8,Number of Students In Grade 9,Number of Students In Grade 10,Number of Students In Grade 11,Number of Students In Grade 12,Number of Female Students,Percentage of Female Students,Number of Male Students,Percentage of Male Students,Number of Asian Students,Percentage of Asian Students,Number of Black Students,Percentage of Black Students,Number of Hispanic Students,Percentage of Hispanic Students,Number of Multiple Race Categories Not Represented,Percentage of Multiple Race Categories Not Represented,Number of White Students,Percentage of White Students,Number of Students With Disabilities,Percentage of Students With Disabilities,Number of English Language Learners,Percentage of English Language Learners,Number of Students In Poverty,Percentage of  Students In Poverty,Economic Need Index,Average Daily Breakfast Participation,Average Daily Lunch Participation,Number of Salad Bars,Elementary Admissions Methods,Elementary School Admissions Methods Description,Does the School have a Gifted and Talented Program in Kindergarten,Did The School Make offers To Students Who Live Outside The Zone,Type of Dual Language Programs,Phone Number,Address,Number of Guidance Counselors,Number of Social Workers,Is the School Co Located,How Accessible is the School,All Four Arts Disciplines Provided to Grades 1 through 5
23K599,K599,Brooklyn Landmark Elementary School,332000000000,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",41456,2013,5,1009013,187279,316,37,36900,3015280001,BK79,Ocean Hill                                                                 ,Robin Williams,23,K823,40.680679,-73.910719,36,86,27,31.40%,75,194,82,42.27%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,31,15,48.39%,16,51.61%,suppressed for privacy concerns,suppressed for privacy concerns,21,67.74%,8,25.81%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,93,65.96%,110,78.57%,YES,Redacted for privacy concerns,20,0,0,17,1,GYMNASIUM,Y,Inside,N,NO,NO,50,4298489,0,0,325,57,44,43,61,44,45,0,0,0,0,0,0,0,155,47.69%,170,52.31%,7,2.15%,235,72.31%,74,22.77%,3,0.92%,6,1.85%,54,16.62%,10,3.08%,242,74.46%,0.8013876677,141,287,1,Non-Zoned,No preference for kids who live in the zone,No,No Data,NONE,718-443-2747,"251 MAC DOUGAL STREET, BROOKLYN NY 11233",1,1,YES,Not Accessible,No
24Q007,Q007,P.S. 007 Louis F. Simeone,342000000000,DOE,General Academic,Early Childhood,YES,YES,"PK,0K,01,02,03,SE",34516,1994,24,1016826,208771,404,25,48500,4015380075,QN50,Elmhurst-Maspeth                                                           ,SARA TUCCI,24,Q824,40.739644,-73.882446,54,304,54,17.76%,250,546,259,47.44%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,51,26,50.98%,25,49.02%,31,60.78%,suppressed for privacy concerns,suppressed for privacy concerns,20,39.22%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,126,57.80%,141,64.38%,NO,0,23.77777,0,0,24,1,ADAPTIVE PHYSICAL EDUCATION,Y,Inside,N,YES,YES,135,13385106,0,0,993,251,229,238,224,0,0,0,0,0,0,0,0,0,479,48.24%,514,51.76%,611,61.53%,4,0.40%,342,34.44%,4,0.40%,32,3.22%,98,9.87%,471,47.43%,878,88.42%,0.7601550817,762,877,3,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,N,SPANISH,718-446-2726,"80-55 CORNISH AVENUE, QUEENS NY 11373",2,1,YES,Fully Accessible,Yes
24Q012,Q012,P.S. 012 James B. Colgate,342000000000,DOE,General Academic,Elementary,YES,NO,"0K,01,02,03,04,05,SE",10775,1929,89,1013771,209729,402,26,48300,4013490028,QN50,Elmhurst-Maspeth                                                           ,Stephanie Moskos,24,Q824,40.742284,-73.893466,No Pre K,No Pre K,No Pre K,No Pre K,200,461,209,45.34%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,342,58.56%,407,69.22%,NO,17,24.28571,0,0,26,2,GYMNASIUM,N,Inside,N,YES,YES,109,10843061,0,0,1219,203,213,196,207,185,215,0,0,0,0,0,0,0,594,48.73%,625,51.27%,681,55.87%,7,0.57%,486,39.87%,9,0.74%,36,2.95%,174,14.27%,357,29.29%,"1,087",89.17%,0.7459327579,172,1058,2,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,N,NONE,718-424-5905,"42-00 72 STREET, QUEENS NY 11377",2,1,NO,Partially Accessible,Yes
24Q013,Q013,P.S. 013 Clement C. Moore,342000000000,DOE,General Academic,Elementary,YES,NO,"0K,01,02,03,04,05,SE",11505,1931,87,1020924,207974,404,25,45700,4019010040,QN29,Elmhurst                                                                   ,Evelyn Velez,24,Q824,40.737441,-73.867662,No Pre K,No Pre K,No Pre K,No Pre K,250,465,229,49.25%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,327,41.18%,401,49.63%,NO,0,24.85714,0,0,23.33333,0,DANCE ROOM,N,Inside,N,YES,YES,138,14172319,0,0,1597,259,254,255,285,287,257,0,0,0,0,0,0,0,794,49.72%,803,50.28%,497,31.12%,144,9.02%,872,54.60%,19,1.19%,65,4.07%,219,13.71%,499,31.25%,"1,154",72.26%,0.7582674026,1147,1488,3,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,N,SPANISH,718-271-1021,"55-01 94 STREET, QUEENS NY 11373",2,1,NO,Partially Accessible,Yes
24Q014,Q014,P.S. 014 Fairview,342000000000,DOE,General Academic,Elementary,YES,NO,"0K,01,02,03,04,05,SE",5661,1915,103,1024550,209284,404,21,43900,4019540037,QN25,Corona                                                                     ,Heather Benson,24,Q824,40.74102,-73.85457,No Pre K,No Pre K,No Pre K,No Pre K,200,340,197,57.94%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,253,28.85%,293,32.38%,NO,13,24.42857,0,0,26,2,GYMNASIUM,N,Inside,N,YES,YES,161,15482138,0,0,1691,243,250,273,291,357,277,0,0,0,0,0,0,0,846,50.03%,845,49.97%,116,6.86%,40,2.37%,1490,88.11%,12,0.71%,33,1.95%,291,17.21%,528,31.22%,"1,428",84.45%,0.8839929104,799,1055,4,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,N,NONE,718-699-6071,"107-01 OTIS AVENUE, QUEENS NY 11368",4,1,NO,Partially Accessible,No
24Q016,Q016,P.S. Q016 The Nancy DeBenedittis School,342000000000,DOE,General Academic,Elementary,YES,NO,"0K,01,02,03,04,05,SE",36342,1999,19,1022889,212187,404,21,40300,4019850001,QN26,North Corona                                                               ,ELAINE IODICE,24,Q824,40.748996,-73.860547,No Pre K,No Pre K,No Pre K,No Pre K,175,669,165,24.66%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,291,31.29%,315,33.73%,YES,8,21.2,0,0,23.33333,2,DANCE ROOM,N,Inside,N,NO,NO,153,15026424,0,0,1574,182,208,238,316,322,308,0,0,0,0,0,0,0,772,49.05%,802,50.95%,116,7.37%,2,0.13%,1431,90.91%,8,0.51%,17,1.08%,304,19.31%,734,46.63%,"1,339",85.07%,0.8806505799,836,1356,4,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,SPANISH,718-505-0140,"41-15 104 STREET, QUEENS NY 11368",3,1,NO,Partially Accessible,Yes
24Q019,Q019,P.S. 019 Marino Jeantet,342000000000,DOE,General Academic,Elementary,YES,NO,"0K,01,02,03,04,05,SE",8949,1924,94,1021224,212040,404,21,40900,4016070001,QN26,North Corona                                                               ,GENIE CALIBAR,24,Q824,40.7486,-73.866557,No Pre K,No Pre K,No Pre K,No Pre K,325,691,335,48.48%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,321,34.70%,349,37.53%,NO,7,24.66666,0,0,24.33333,2,GYMNASIUM,N,Inside,N,YES,YES,192,19215634,0,0,1891,314,331,308,324,330,284,0,0,0,0,0,0,0,933,49.34%,958,50.66%,104,5.50%,11,0.58%,1762,93.18%,6,0.32%,8,0.42%,397,20.99%,1082,57.22%,"1,731",91.54%,0.8789624572,91,1142,0,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,SPANISH,718-424-5859,"98-02 ROOSEVELT AVENUE, QUEENS NY 11368",4.4,1,NO,Fully Accessible,Yes
24Q028,Q028,P.S. 28 - The Thomas Emanuel Early Childhood Cente,342000000000,DOE,General Academic,Early Childhood,YES,YES,"PK,0K,01,02,SE",37438,2002,16,1024630,211469,404,21,41500,4020030023,QN25,Corona                                                                     ,Laura Pessutti,24,Q824,40.747017,-73.854268,10,221,10,4.52%,150,355,136,38.31%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,14,8,57.14%,6,42.86%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,11,78.57%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,,,,,NO,0,25,0,0,25,1,GYM/AUD/CAFETERIA,N,Inside,Y,YES,YES,64,6159481,0,0,507,162,165,166,0,0,0,0,0,0,0,0,0,0,269,53.06%,238,46.94%,35,6.90%,0,0.00%,465,91.72%,3,0.59%,4,0.79%,109,21.50%,328,64.69%,417,82.25%,0.8429210782,339,445,2,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,N,NONE,718-271-4971,"109-10 47 AVENUE, QUEENS NY 11368",1,0,NO,Fully Accessible,Yes
24Q049,Q049,P.S. 049 Dorothy Bonawit Kole,342000000000,DOE,General Academic,K-8,YES,NO,"0K,01,02,03,04,05,06,07,08,SE",12236,1933,85,1018763,201459,405,30,66300,4029900045,QN21,Middle Village                                                             ,Thomas Carty,24,Q824,40.719567,-73.875493,No Pre K,No Pre K,No Pre K,No Pre K,125,292,128,43.84%,,152,Suppressed For Privacy,Suppressed For Privacy,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,452,63.13%,438,61.86%,NO,27,24,0,0,25,2,MULTI-PURPOSE ROOM,N,Inside,Y,YES,YES,102,9054671,0,0,1160,126,123,113,117,136,132,138,142,133,0,0,0,0,579,49.91%,581,50.09%,216,18.62%,6,0.52%,278,23.97%,15,1.29%,645,55.60%,185,15.95%,75,6.47%,551,47.50%,0.3767672479,105,602,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,N,NONE,718-326-2111,"63-60 80th Street, QUEENS NY 11379",1,1,NO,Partially Accessible,No
24Q058,Q058,P.S. 58 - The School of Heroes,342000000000,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,06,SE",37438,2002,16,1014561,204714,405,30,49302,4028020001,QN30,Maspeth                                                                    ,ADELINE VALASTRO-TRIPOLI,24,Q824,40.728517,-73.890638,36,276,36,13.04%,150,369,163,44.17%,,105,133,1.266666667,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,36,12,33.33%,24,66.67%,17,47.22%,suppressed for privacy concerns,suppressed for privacy concerns,12,33.33%,suppressed for privacy concerns,suppressed for privacy concerns,7,19.44%,305,57.98%,290,54.82%,NO,11,24,0,0,21,1,DANCE ROOM,Y,Inside,N,YES,YES,100,9261344,0,0,1027,144,147,137,136,146,163,118,0,0,0,0,0,0,502,48.88%,525,51.12%,409,39.82%,9,0.88%,400,38.95%,12,1.17%,197,19.18%,172,16.75%,134,13.05%,784,76.34%,0.5816767216,149,752,2,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,N,NONE,718-533-6712,"72-24 GRAND AVENUE, QUEENS NY 11378",1,0,YES,Fully Accessible,Yes
24Q068,Q068,P.S. 068 Cambridge,342000000000,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",3105,1908,110,1012708,193215,405,30,55700,4035790001,QN20,Ridgewood                                                                  ,ANNE MARIE SNADECKY,24,Q824,40.696961,-73.897372,54,132,54,40.91%,100,150,90,60.00%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,41,25,60.98%,16,39.02%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,36,87.80%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,135,43.83%,109,35.05%,YES,12,24.33333,0,0,19,1,MULTI-PURPOSE ROOM,N,Inside,Y,YES,YES,69,7032907,0,0,646,95,80,105,90,130,105,0,0,0,0,0,0,0,311,48.14%,335,51.86%,23,3.56%,17,2.63%,553,85.60%,3,0.46%,50,7.74%,129,19.97%,102,15.79%,456,70.59%,0.7307569385,448,499,2,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,N,NONE,718-821-7246,"59-09 SAINT FELIX AVENUE, QUEENS NY 11385",1,1,NO,Partially Accessible,Yes
24Q071,Q071,P.S. 071 Forest,342000000000,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",2374,1906,112,1010643,198469,405,30,59500,4034920007,QN20,Ridgewood                                                                  ,Indiana Soto,24,Q824,40.711388,-73.904798,64,225,64,28.44%,150,250,128,51.20%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,56,25,44.64%,31,55.36%,7,12.50%,suppressed for privacy concerns,suppressed for privacy concerns,33,58.93%,13,23.21%,suppressed for privacy concerns,suppressed for privacy concerns,140,40.46%,130,36.83%,NO,Redacted for privacy concerns,20.8,0,0,16,1,GYM/CAFETERIA,N,Inside,Y,YES,NO,91,8556849,0,0,752,125,92,109,103,137,130,0,0,0,0,0,0,0,368,48.94%,384,51.06%,32,4.26%,7,0.93%,425,56.52%,34,4.52%,254,33.78%,139,18.48%,113,15.03%,651,86.57%,0.7214401364,499,505,0,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,NONE,718-821-7772,"62-85 FOREST AVENUE, QUEENS NY 11385",2,1,NO,Partially Accessible,No
24Q081,Q081,P.S. 81Q Jean Paul Richter,342000000000,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",1644,1904,114,1008681,195754,405,34,54500,4034370001,QN20,Ridgewood                                                                  ,Romy Diamond,24,Q824,40.703942,-73.911885,72,127,49,38.58%,100,221,67,30.32%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,51,24,47.06%,27,52.94%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,36,70.59%,suppressed for privacy concerns,suppressed for privacy concerns,11,21.57%,122,36.20%,159,47.04%,NO,Redacted for privacy concerns,24.5,0,0,24.5,1,DANCE ROOM,N,Inside,N,YES,YES,91,8566773,0,0,682,108,99,78,99,115,132,0,0,0,0,0,0,0,324,47.51%,358,52.49%,37,5.43%,9,1.32%,586,85.92%,5,0.73%,45,6.60%,167,24.49%,182,26.69%,563,82.55%,0.8651451468,463,517,2,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,NONE,718-821-9800,"559 CYPRESS AVENUE, QUEENS NY 11385",1,1,NO,Not Accessible,No
24Q087,Q087,P.S./I.S. 087 Middle Village,342000000000,DOE,General Academic,K-8,YES,YES,"PK,0K,01,02,03,04,05,06,07,08,SE",2374,1906,112,1019826,198543,405,30,62100,4037820027,QN21,Middle Village                                                             ,CARYN MICHAELI,24,Q824,40.711559,-73.871674,82,186,82,44.09%,75,183,71,38.80%,,63,56,0.888888889,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,46,25,54.35%,21,45.65%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,22,47.83%,suppressed for privacy concerns,suppressed for privacy concerns,21,45.65%,162,51.10%,135,42.06%,NO,51,22.5,0,0,21,1,GYMNASIUM,Y,Inside,N,YES,YES,86,7682910,0,0,606,67,53,49,60,68,63,44,81,75,0,0,0,0,287,47.36%,319,52.64%,20,3.30%,13,2.15%,315,51.98%,11,1.82%,247,40.76%,136,22.44%,52,8.58%,382,63.04%,0.5603135228,99,398,0,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,NONE,718-326-8243,"67-54 80 STREET, QUEENS NY 11379",1,1,YES,Fully Accessible,No
24Q088,Q088,P.S. 088 Seneca,342000000000,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",3105,1908,110,1012964,195818,405,30,58500,4035340012,QN20,Ridgewood                                                                  ,Robert Quintana,24,Q824,40.704105,-73.896437,30,235,30,12.77%,125,261,143,54.79%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,32,17,53.13%,15,46.88%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,21,65.63%,suppressed for privacy concerns,suppressed for privacy concerns,10,31.25%,158,34.57%,174,37.74%,NO,38,24.33333,0,0,25.5,1,GYMNASIUM,Y,Inside,N,YES,YES,113,10298500,0,0,941,129,141,145,174,169,151,0,0,0,0,0,0,0,456,48.46%,485,51.54%,62,6.59%,18,1.91%,485,51.54%,10,1.06%,366,38.89%,157,16.68%,123,13.07%,711,75.56%,0.6742688417,568,701,4,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,N,NONE,718-821-8121,"60-85 CATALPA AVENUE, QUEENS NY 11385",2,1,YES,Partially Accessible,No
24Q089,Q089,P.S. 089 Elmhurst,342000000000,DOE,General Academic,Elementary,YES,NO,"0K,01,02,03,04,05,SE",3105,1908,110,1017600,211074,404,25,27100,4015140001,QN29,Elmhurst                                                                   ,Laura La Sala,24,Q824,40.745963,-73.879641,No Pre K,No Pre K,No Pre K,No Pre K,275,538,239,44.42%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,437,44.05%,483,47.96%,NO,0,24.3,0,0,22.5,3,GYMNASIUM,N,Inside,N,YES,YES,194,16720034,0,0,1961,301,303,321,340,345,351,0,0,0,0,0,0,0,987,50.33%,974,49.67%,445,22.69%,1,0.05%,1459,74.40%,15,0.76%,41,2.09%,296,15.09%,913,46.56%,"1,497",76.34%,0.799249351,1340,1524,3,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,N,SPANISH,718-898-2230,"85-28 BRITTON AVENUE, QUEENS NY 11373",3,1,NO,Partially Accessible,No
24Q091,Q091,P.S. 091 Richard Arkwright,342000000000,DOE,General Academic,Elementary,YES,YES,"PK,0K,01,02,03,04,05,SE",5661,1915,103,1016414,195603,405,30,62500,4036830001,QN19,Glendale                                                                   ,Gregory Filippi,24,Q824,40.703503,-73.883995,100,139,69,49.64%,125,185,141,76.22%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,62,25,40.32%,37,59.68%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,25,40.32%,suppressed for privacy concerns,suppressed for privacy concerns,34,54.84%,129,42.30%,131,42.95%,NO,Redacted for privacy concerns,24.75,0,0,25,0,MULTI-PURPOSE NON CLASSROOM,Y,Inside,Y,YES,YES,92,8590204,0,0,750,129,116,129,104,101,109,0,0,0,0,0,0,0,366,48.80%,384,51.20%,28,3.73%,14,1.87%,371,49.47%,7,0.93%,330,44.00%,156,20.80%,89,11.87%,536,71.47%,0.5209959745,456,548,2,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,N,NONE,718-821-6881,"68-10 CENTRAL AVE, QUEENS NY 11385",1,1,YES,Fully Accessible,No
24Q102,Q102,P.S. 102 Bayview,342000000000,DOE,General Academic,K-8,YES,YES,"PK,0K,01,02,03,04,05,06,07,08,SE",8583,1923,95,1017994,206364,404,25,47900,4028790031,QN50,Elmhurst-Maspeth                                                           ,William Ko,24,Q824,40.733033,-73.878243,36,177,36,20.34%,125,291,123,42.27%,,166,Suppressed For Privacy,Suppressed For Privacy,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,40,18,45.00%,22,55.00%,27,67.50%,suppressed for privacy concerns,suppressed for privacy concerns,12,30.00%,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,suppressed for privacy concerns,513,59.65%,544,64.99%,NO,44,25.5,0,0,25,3,GYMNASIUM,N,Inside,N,YES,YES,126,11486188,0,0,1326,133,130,129,145,163,161,139,143,143,0,0,0,0,640,48.27%,686,51.73%,807,60.86%,39,2.94%,424,31.98%,12,0.90%,44,3.32%,176,13.27%,191,14.40%,"1,132",85.37%,0.6705595851,151,1029,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,N,CHINESE,718-446-3308,"55-24 VAN HORN STREET, QUEENS NY 11373",3,0,NO,Partially Accessible,No
24Q110,Q110,P.S. 110,342000000000,DOE,General Academic,Elementary,YES,NO,"0K,01,02,03,04,05,SE",41091,2012,6,1021158,210948,404,21,37500,4016130017,QN26,North Corona                                                               ,Elisa Gomez,24,Q824,40.745995,-73.866372,No Pre K,No Pre K,No Pre K,No Pre K,200,441,180,40.82%,No 6 grade,No 6 grade,No 6 grade,No 6 grade,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,78,34.06%,123,52.79%,NO,0,22.16666,0,0,22.5,1,MULTI-PURPOSE CLASSROOM,Y,Inside,Y,NO,NO,95,8643913,0,0,790,184,176,191,127,53,59,0,0,0,0,0,0,0,403,51.01%,387,48.99%,58,7.34%,6,0.76%,720,91.14%,1,0.13%,5,0.63%,136,17.22%,317,40.13%,732,92.66%,0.8915126324,499,651,2,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,SPANISH,718-424-8278,"43-18 97TH PLACE, QUEENS NY 11368",1.6,0,YES,Fully Accessible,Yes
24Q113,Q113,P.S./I.S. 113 Anthony J. Pranzo,342000000000,DOE,General Academic,K-8,YES,NO,"0K,01,02,03,04,05,06,07,08,SE",10410,1928,90,1022652,196331,405,30,63700,4038460040,QN19,Glendale                                                                   ,Alejandro Megias,24,Q824,40.705476,-73.861493,36,123,36,29.27%,100,208,97,46.63%,,109,Suppressed For Privacy,Suppressed For Privacy,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,390,64.46%,362,59.34%,NO,7,23,0,0,22,1,GYMNASIUM,N,Inside,N,YES,YES,84,7673266,0,0,896,94,84,88,91,93,101,103,109,133,0,0,0,0,446,49.78%,450,50.22%,47,5.25%,9,1.00%,375,41.85%,10,1.12%,455,50.78%,136,15.18%,46,5.13%,497,55.47%,0.3219475448,122,548,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,NONE,718-847-0724,"78-23 87TH STREET, QUEENS NY 11385",1,0,NO,Partially Accessible,Yes
24Q119,Q119,I.S. 119 The Glendale,342000000000,DOE,General Academic,K-8,YES,NO,"0K,01,02,03,04,05,06,07,08,SE",10775,1929,89,1018887,196220,405,30,63301,4038120020,QN19,Glendale                                                                   ,JEANNE FAGAN,24,Q824,40.705187,-73.875073,No Pre K,No Pre K,No Pre K,No Pre K,50,267,48,17.98%,60,901,250,0.277469478,No 9 Grade,No 9 Grade,No 9 Grade,No 9 Grade,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,639,70.30%,453,58.08%,YES,40,24,0,25,24,3,GYMNASIUM,N,Inside,N,YES,NO,98,9131507,0,0,1277,99,109,114,112,114,90,233,187,219,0,0,0,0,652,51.06%,625,48.94%,330,25.84%,23,1.80%,388,30.38%,33,2.58%,503,39.39%,113,8.85%,46,3.60%,936,73.30%,0.4630133212,78,594,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",Yes,Yes,NONE,718-326-8261,"74-01 78 AVENUE, QUEENS NY 11385",1,0,NO,Partially Accessible,Yes
